Item_Holding_Location,OCLC_Number,Item_Barcode,Item_Status_Current_Status
MITS,959939421,I0029051060,AVAILABLE
MITM,959939422,I0027201677,AVAILABLE
MITM,959939422,I0027201708,AVAILABLE
MITS,959939423,I0029068978,AVAILABLE
MITM,959939435,I0027199503,AVAILABLE
MITS,959939438,I0029042207,AVAILABLE
MITS,959939438,I0029042223,AVAILABLE
MITS,959939439,I0029042215,AVAILABLE
MITS,959939439,I0029042231,AVAILABLE
MITM,959939442,I0027165643,AVAILABLE
MITS,959939444,I0029047752,AVAILABLE
MITS,959939446,I0029051395,AVAILABLE
MITM,959939466,I0027177072,AVAILABLE
MITM,959939467,I0027177098,AVAILABLE
MITM,959939475,I0027211664,AVAILABLE
MITM,959939475,I0027211672,AVAILABLE
MITM,959939475,I0027211680,AVAILABLE
MITM,959939475,I0027211698,AVAILABLE
MITM,959939475,I0027211703,AVAILABLE
MITM,959939481,I0027192519,AVAILABLE
MITM,959939493,I0027260582,AVAILABLE
MITM,959939509,I0027021530,AVAILABLE
MITM,959939509,I0027021548,AVAILABLE
MITS,959939510,I0029067231,AVAILABLE
MITS,959939510,I0029067249,AVAILABLE
MITM,959939517,I0027269772,AVAILABLE
MITM,959939517,I0027269780,AVAILABLE
MITS,959939517,I0029048910,AVAILABLE
MITM,959939524,I0027200011,AVAILABLE
MITM,959939524,I0027217107,AVAILABLE
MITM,959939529,I0027214434,AVAILABLE
MITM,959939529,I0027214442,AVAILABLE
MITS,959939529,I0029076133,AVAILABLE
MITM,959939537,I0027202291,AVAILABLE
MITM,959939537,I0027202306,AVAILABLE
MITM,959939543,I0027215202,AVAILABLE
MITM,959939553,I0027025437,AVAILABLE
MITS,959939558,I0029056971,AVAILABLE
MITM,959939562,I0027209007,AVAILABLE
MITM,959939565,I0027228247,AVAILABLE
MITM,959939565,I0027228255,AVAILABLE
MITM,959939565,I0027228263,AVAILABLE
MITS,959939569,I0029002582,AVAILABLE
MITS,959939573,I0029063407,AVAILABLE
MITS,959939578,I0029037888,AVAILABLE
MITS,959939579,I0029060263,AVAILABLE
MITS,959939579,I0029060271,AVAILABLE
MITM,959939580,I0027226635,AVAILABLE
MITM,959939580,I0027226651,AVAILABLE
MITM,959939580,I0027226669,AVAILABLE
MITM,959939580,I0027226677,AVAILABLE
MITM,959939589,I0027230024,AVAILABLE
MITS,959939591,I0029072511,AVAILABLE
MITS,959939591,I0029072529,AVAILABLE
MITM,959939609,I0027208823,AVAILABLE
MITM,959939609,I0027208857,AVAILABLE
MITS,959939614,I0029051442,AVAILABLE
MITM,959939621,I0027217898,AVAILABLE
MITM,959939625,I0027225508,AVAILABLE
MITM,959939625,I0027225516,AVAILABLE
MITM,959939625,I0027225524,AVAILABLE
MITS,959939625,I0029070577,AVAILABLE
MITM,959939627,I0027209057,AVAILABLE
MITM,959939629,I0027229683,AVAILABLE
MITM,959939630,I0027229120,AVAILABLE
MITM,959939630,I0027229675,AVAILABLE
MITM,959939634,I0027022803,AVAILABLE
MITS,959939639,I0029078177,WITHDRAWN
MITS,959939644,I0029062956,WITHDRAWN
MITM,959939655,I0027230040,AVAILABLE
MITM,959939655,I0027230058,AVAILABLE
MITS,959939655,I0029064047,AVAILABLE
MITS,959939655,I0029064055,AVAILABLE
MITM,959939662,I0027225867,AVAILABLE
MITM,959939665,I0027267128,AVAILABLE
MITS,959939670,I0029061413,AVAILABLE
MITS,959939670,I0029061421,AVAILABLE
MITS,959939670,I0029061439,AVAILABLE
MITS,959939670,I0029081984,AVAILABLE
MITS,959939671,I0029062964,WITHDRAWN
MITM,959939672,I0027248645,AVAILABLE
MITM,959939674,I0027266651,AVAILABLE
MITS,959939674,I0029091808,AVAILABLE
MITM,959939675,I0027266538,AVAILABLE
MITS,959939675,I0029091751,AVAILABLE
MITM,959939685,I0027114626,AVAILABLE
MITM,959939750,I0027262665,AVAILABLE
MITM,959939752,I0027267225,AVAILABLE
MITS,959939752,I0029092074,AVAILABLE
MITS,959939772,I0029078232,WITHDRAWN
MITS,959939773,I0029061463,AVAILABLE
MITM,959939777,I0027268174,AVAILABLE
MITM,959939778,I0027267136,AVAILABLE
MITS,959939795,I0029078410,AVAILABLE
MITS,959939802,I0029058800,AVAILABLE
MITM,959939809,I0027249578,AVAILABLE
MITS,959939809,I0029063855,AVAILABLE
MITS,959939809,I0029063863,AVAILABLE
MITS,959939809,I0029096450,AVAILABLE
MITM,959939810,I0027026221,AVAILABLE
MITM,959939817,I0027237880,AVAILABLE
MITM,959939817,I0027237898,AVAILABLE
MITM,959939817,I0027237903,AVAILABLE
MITM,959939817,I0027237911,AVAILABLE
MITM,959939817,I0027237929,AVAILABLE
MITM,959939817,I0027237937,AVAILABLE
MITM,959939825,I0027239434,AVAILABLE
MITM,959939825,I0027239442,AVAILABLE
MITS,959939825,I0029064958,AVAILABLE
MITS,959939825,I0029064966,AVAILABLE
MITM,959939826,I0027296672,AVAILABLE
MITM,959939832,I0027265778,AVAILABLE
MITM,959939832,I0027265786,AVAILABLE
MITS,959939832,I0029092105,AVAILABLE
MITS,959939832,I0029092113,AVAILABLE
MITS,959939832,I0029092121,AVAILABLE
MITM,959939840,I0027251842,AVAILABLE
MITM,959939847,I0027266245,AVAILABLE
MITM,959939871,I0027264950,AVAILABLE
MITM,959939904,I0027267592,AVAILABLE
MITS,959939904,I0029092286,AVAILABLE
MITM,959939905,I0027266473,AVAILABLE
MITS,959939905,I0029091531,AVAILABLE
MITM,959939906,I0027271818,AVAILABLE
MITM,959939917,I0027266716,AVAILABLE
MITS,959939917,I0029091858,AVAILABLE
MITM,959939930,I0027265087,AVAILABLE
MITM,959939932,I0027271834,AVAILABLE
MITM,959939933,I0027280176,AVAILABLE
MITM,959939933,I0027280184,AVAILABLE
MITM,959939934,I0027268661,AVAILABLE
MITM,959939934,I0027268679,AVAILABLE
MITM,959939938,I0027269748,AVAILABLE
MITM,959939939,I0027269756,AVAILABLE
MITM,959939939,I0027269764,AVAILABLE
MITS,959939939,I0029092943,AVAILABLE
MITM,959939944,I0027266782,AVAILABLE
MITM,959939945,I0027266774,AVAILABLE
MITS,959939947,I0029091206,AVAILABLE
MITS,959939948,I0029091191,AVAILABLE
MITM,959939953,I0027273048,AVAILABLE
MITM,959939956,I0027267534,AVAILABLE
MITM,959939956,I0027267542,AVAILABLE
MITM,959939958,I0027257733,AVAILABLE
MITM,959939970,I0027265126,AVAILABLE
MITM,959939971,I0027266041,AVAILABLE
MITM,959939972,I0027266871,AVAILABLE
MITM,959939973,I0027257173,AVAILABLE
MITM,959939974,I0027266300,AVAILABLE
MITS,959939974,I0029091646,AVAILABLE
MITS,959939975,I0029093070,AVAILABLE
MITM,959939977,I0027266863,AVAILABLE
MITS,959939977,I0029091989,AVAILABLE
MITM,959939978,I0027266643,AVAILABLE
MITS,959939978,I0029091769,AVAILABLE
MITM,959939979,I0027271800,AVAILABLE
MITM,959939990,I0027268514,AVAILABLE
MITM,959939990,I0027268522,AVAILABLE
MITM,959939990,I0027268530,AVAILABLE
MITM,959939990,I0027268548,AVAILABLE
MITS,959939990,I0029092650,AVAILABLE
MITS,959939990,I0029092668,AVAILABLE
MITS,959939990,I0029092676,AVAILABLE
MITS,959939990,I0029092684,AVAILABLE
MITM,959939998,I0027267461,AVAILABLE
MITM,959939998,I0027267479,AVAILABLE
MITM,959939998,I0027267487,AVAILABLE
MITM,959940026,I0027268823,AVAILABLE
MITM,959940026,I0027268831,AVAILABLE
MITM,959940028,I0027269811,AVAILABLE
MITM,959940033,I0027259028,AVAILABLE
MITM,959940033,I0027259036,AVAILABLE
MITM,959940040,I0027272173,AVAILABLE
MITM,959940040,I0027272181,AVAILABLE
MITM,959940040,I0027272199,AVAILABLE
MITM,959940040,I0027272204,AVAILABLE
MITM,959940041,I0027271737,AVAILABLE
MITM,959940041,I0027271745,AVAILABLE
MITM,959940042,I0027273933,AVAILABLE
MITM,959940042,I0027273941,AVAILABLE
MITM,959940054,I0027273721,AVAILABLE
MITM,959940054,I0027289463,AVAILABLE
MITM,959940054,I0027289471,AVAILABLE
MITM,959940054,I0027294971,AVAILABLE
MITS,959940054,I0029095242,AVAILABLE
MITS,959940054,I0029095250,AVAILABLE
MITM,959949320,I0027296517,AVAILABLE
MITM,959949320,I0027296525,ON_LOAN
MITM,959949320,I0027296533,AVAILABLE
MITM,959949320,I0027296541,AVAILABLE
MITM,959949320,I0027298056,AVAILABLE
MITM,959949320,I0027298064,AVAILABLE
MITM,959949320,I0027298072,AVAILABLE
MITM,959949320,I0027298080,AVAILABLE
MITS,959949320,I0029105102,AVAILABLE
MITS,959949320,I0029105110,AVAILABLE
MITS,959949320,I0029105128,AVAILABLE
MITS,959949320,I0029105136,AVAILABLE
MITS,959949320,I0029105649,AVAILABLE
MITS,959949320,I0029105657,AVAILABLE
MITS,959949320,I0029105908,AVAILABLE
MITS,959949320,I0029105958,AVAILABLE
MITS,959949320,I0029106001,AVAILABLE
MITM,959952025,I0027294492,AVAILABLE
MITM,959952025,I0027294507,AVAILABLE
MITM,959952025,I0027294515,AVAILABLE
MITM,959952025,I0027294523,LOST
MITS,959952025,I0029104368,AVAILABLE
MITS,959952025,I0029104376,AVAILABLE
MITS,959952025,I0029104384,AVAILABLE
MITS,959952025,I0029104392,AVAILABLE
MITM,959965160,I0027295422,AVAILABLE
MITM,959965160,I0027295430,AVAILABLE
MITM,959965160,I0027295448,AVAILABLE
MITM,959965160,I0027295456,AVAILABLE
MITS,959965160,I0029103891,AVAILABLE
MITS,959965160,I0029103906,AVAILABLE
MITS,959965160,I0029103914,AVAILABLE
MITS,959965160,I0029103922,AVAILABLE
MITM,960018328,I0027100083,AVAILABLE
MITM,960032154,I0027293470,AVAILABLE
MITS,960032154,I0029103320,AVAILABLE
MITM,960034214,I0027295317,AVAILABLE
MITM,960034214,I0027295325,AVAILABLE
MITM,960206057,I0027266588,AVAILABLE
MITS,960206057,I0029091727,AVAILABLE
MITM,960219812,I0027291410,AVAILABLE
MITS,960219812,I0029102188,AVAILABLE
MITS,960219812,I0029102308,MISSING
MITM,960290948,I0027291004,AVAILABLE
MITM,960738815,I0027295464,AVAILABLE
MITM,960849457,I0027294769,ON_LOAN
MITM,960849457,I0027294777,AVAILABLE
MITM,960849457,I0027294785,AVAILABLE
MITM,960849457,I0027294793,AVAILABLE
MITM,960849457,I0027295511,AVAILABLE
MITM,960849457,I0027295529,AVAILABLE
MITM,960849457,I0027295537,AVAILABLE
MITS,960849457,I0029103582,AVAILABLE
MITS,960849457,I0029103590,AVAILABLE
MITS,960849457,I0029103605,AVAILABLE
MITS,960849457,I0029103613,AVAILABLE
MITM,960911603,I0027289578,AVAILABLE
MITM,960960233,I0027292000,AVAILABLE
MITM,961009169,I0027288182,AVAILABLE
MITM,961009169,I0027288190,AVAILABLE
MITM,961009169,I0027288205,AVAILABLE
MITM,961009169,I0027288213,AVAILABLE
MITM,961009169,I0027290799,AVAILABLE
MITM,961009169,I0027291428,LOST
MITM,961009169,I0027291436,AVAILABLE
MITM,961009169,I0027291444,AVAILABLE
MITS,961009169,I0029102560,AVAILABLE
MITS,961009169,I0029102578,AVAILABLE
MITS,961009169,I0029102617,AVAILABLE
MITS,961009169,I0029102625,AVAILABLE
MITM,961162267,I0027291981,AVAILABLE
MITM,961234952,I0027291216,AVAILABLE
MITS,961234952,I0029099490,AVAILABLE
MITM,961249761,I0027300146,AVAILABLE
MITM,961899656,I0027292270,AVAILABLE
MITM,962352844,I0027299620,AVAILABLE
MITM,963914308,I0027292547,AVAILABLE
MITM,963914308,I0027292555,AVAILABLE
MITM,963914308,I0027292563,AVAILABLE
MITM,963914308,I0027292571,AVAILABLE
MITM,964357085,I0027292288,AVAILABLE
MITM,964383703,I0027293860,AVAILABLE
MITM,964438366,I0027285346,AVAILABLE
MITM,964438366,I0027285354,AVAILABLE
MITM,964438366,I0027285362,AVAILABLE
MITM,964438366,I0027285370,AVAILABLE
MITM,964438366,I0027296981,AVAILABLE
MITS,964438366,I0029098305,AVAILABLE
MITS,964438366,I0029098313,AVAILABLE
MITS,964438366,I0029098321,AVAILABLE
MITS,964438366,I0029098339,AVAILABLE
MITM,964676507,I0027300845,AVAILABLE
MITM,965120509,I0027292791,AVAILABLE
MITM,965120509,I0027292806,AVAILABLE
MITM,965120509,I0027292822,AVAILABLE
MITM,965120509,I0027292830,AVAILABLE
MITM,965122091,I0027300748,AVAILABLE
MITM,965389078,I0027291339,AVAILABLE
MITS,965389078,I0029102277,AVAILABLE
MITM,965422569,I0027300641,AVAILABLE
MITS,965517405,I0029106687,AVAILABLE
MITM,965937314,I0027289609,AVAILABLE
MITM,966275215,I0027294353,AVAILABLE
MITM,966302610,I0027291169,AVAILABLE
MITM,966398472,I0027297482,AVAILABLE
MITM,966602784,I0027285126,AVAILABLE
MITM,966602784,I0027285760,AVAILABLE
MITM,966602784,I0027285778,AVAILABLE
MITM,966602784,I0027285786,AVAILABLE
MITM,966602784,I0027285794,AVAILABLE
MITM,966602784,I0027287233,AVAILABLE
MITM,966602784,I0027287576,AVAILABLE
MITM,966602784,I0027287584,AVAILABLE
MITM,966602784,I0027287592,AVAILABLE
MITM,966602784,I0027287746,ON_LOAN
MITM,966602784,I0027287754,AVAILABLE
MITM,966602784,I0027287762,AVAILABLE
MITM,966602784,I0027287770,AVAILABLE
MITM,966602784,I0027287788,ON_LOAN
MITM,966602784,I0027287796,AVAILABLE
MITM,966602784,I0027287801,AVAILABLE
MITM,966602784,I0027287819,AVAILABLE
MITM,966602784,I0027287827,AVAILABLE
MITM,966602784,I0027287835,AVAILABLE
MITM,966602784,I0027287843,AVAILABLE
MITM,966602784,I0027290846,AVAILABLE
MITM,966602784,I0027290854,AVAILABLE
MITS,966602784,I0029099296,AVAILABLE
MITS,966602784,I0029099301,AVAILABLE
MITS,966602784,I0029099319,AVAILABLE
MITS,966602784,I0029099327,ON_LOAN
MITS,966602784,I0029099686,AVAILABLE
MITS,966602784,I0029099694,WITHDRAWN
MITS,966602784,I0029099717,AVAILABLE
MITS,966602784,I0029099725,AVAILABLE
MITS,966602784,I0029099725+,IN_PROCESSING
MITS,966602784,I0029099733,AVAILABLE
MITS,966602784,I0029099741,AVAILABLE
MITS,966602784,I0029100291,AVAILABLE
MITS,966602784,I0029100306,AVAILABLE
MITS,966602784,I0029100314,AVAILABLE
MITS,966602784,I0029100322,AVAILABLE
MITM,966671745,I0027286601,AVAILABLE
MITM,967094173,I0027295715,AVAILABLE
MITM,967919503,I0027289976,AVAILABLE
MITM,967919503,I0027289984,AVAILABLE
MITM,967919503,I0027289992,AVAILABLE
MITM,967919503,I0027290008,AVAILABLE
MITM,967919503,I0027290723,AVAILABLE
MITS,967919503,I0029101734,AVAILABLE
MITS,967919503,I0029101742,AVAILABLE
MITS,967919503,I0029101750,AVAILABLE
MITS,967919503,I0029101768,AVAILABLE
MITM,968209471,I0027292589,AVAILABLE
MITS,968209471,I0029102861,AVAILABLE
MITS,968561807,I0029109318,AVAILABLE
MITS,968561807,I0029109326,AVAILABLE
MITS,968561807,I0029109334,AVAILABLE
MITS,968561807,I0029109342,AVAILABLE
MITS,968561807,I0029109449,AVAILABLE
MITM,969919325,I0027292092,AVAILABLE
MITM,971481509,Fix barcode,IN_PROCESSING
MITM,971481509,I0027292759,AVAILABLE
MITM,971481509,I0027292767,AVAILABLE
MITM,971481509,I0027292775,AVAILABLE
MITM,971481509,I0027292783,AVAILABLE
MITM,971481509,I0027295595,AVAILABLE
MITM,971481509,I0027295600,AVAILABLE
MITS,971481509,I0029105500,AVAILABLE
MITS,971481509,I0029105518,AVAILABLE
MITS,971481509,I0029105526,AVAILABLE
MITS,971481509,I0029105534,AVAILABLE
MITM,971499128,I0027286384,AVAILABLE
MITM,971499128,I0027286392,AVAILABLE
MITS,971499128,I0029098965,AVAILABLE
MITS,971499128,I0029098973,AVAILABLE
MITM,971506592,I0027289748,AVAILABLE
MITM,971506592,I0027289756,LOST
MITM,971506592,I0027289764,AVAILABLE
MITM,971506592,I0027289772,AVAILABLE
MITS,971506592,I0029101881,AVAILABLE
MITS,971506592,I0029101899,AVAILABLE
MITS,971506592,I0029101904,AVAILABLE
MITS,971506592,I0029101912,AVAILABLE
MITS,971544997,I0029106881,AVAILABLE
MITM,971612305,I0027292026,AVAILABLE
MITM,971914433,I0027292440,AVAILABLE
MITS,971914433,I0029102853,AVAILABLE
MITM,972169511,I0027294230,AVAILABLE
MITM,972693970,I0027237513,AVAILABLE
MITM,972735907,I0027292385,AVAILABLE
MITS,972735907,I0029102780,AVAILABLE
MITM,972844304,I0027300120,AVAILABLE
MITM,972867008,I0027294167,AVAILABLE
MITM,973177368,I0027294078,AVAILABLE
MITM,973196403,I0027291282,AVAILABLE
MITS,973196403,I0029102293,AVAILABLE
MITM,973303920,I0027291729,AVAILABLE
MITM,973329860,I0027286368,AVAILABLE
MITM,973329860,I0027286376,AVAILABLE
MITS,973329860,I0029098981,AVAILABLE
MITS,973329860,I0029098999,AVAILABLE
MITM,973436537,I0027291313,AVAILABLE
MITS,973436537,I0029102251,ON_LOAN
MITM,973508587,I0027294044,AVAILABLE
MITM,973708062,I0027275537,AVAILABLE
MITM,973825151,I0027287372,AVAILABLE
MITM,973825151,I0027287380,AVAILABLE
MITS,973825151,I0029100576,AVAILABLE
MITS,973825151,I0029100584,AVAILABLE
MITS,973825151,I0029100592,AVAILABLE
MITS,973828952,I0029064924,AVAILABLE
MITS,973828952,I0029064940,AVAILABLE
MITM,973874230,I0027294604,AVAILABLE
MITM,973874230,I0027294612,AVAILABLE
MITM,973874230,I0027294620,AVAILABLE
MITM,973874230,I0027294638,AVAILABLE
MITS,973874230,I0029104245,AVAILABLE
MITS,973874230,I0029104253,AVAILABLE
MITS,973874230,I0029104261,AVAILABLE
MITS,973874230,I0029104279,AVAILABLE
MITM,973877902,I0027294361,AVAILABLE
MITM,973877902,I0027294379,LOST
MITM,973877902,I0027294387,AVAILABLE
MITM,973877902,I0027294418,ON_LOAN
MITM,973877902,I0027295935,AVAILABLE
MITM,973877902,I0027299921,AVAILABLE
MITS,973877902,I0029104326,AVAILABLE
MITS,973877902,I0029104334,AVAILABLE
MITS,973877902,I0029104342,AVAILABLE
MITS,973877902,I0029104350,AVAILABLE
MITS,973877902,I0029104732,AVAILABLE
MITS,973877902,I0029105835,AVAILABLE
MITS,973877902,I0029105885,AVAILABLE
MITM,973923959,I0027291999,AVAILABLE
MITM,974545640,I0027294531,AVAILABLE
MITM,974545640,I0027294549,AVAILABLE
MITM,974545640,I0027294557,AVAILABLE
MITM,974545640,I0027294565,AVAILABLE
MITS,974545640,I0029104287,AVAILABLE
MITS,974545640,I0029104295,AVAILABLE
MITS,974545640,I0029104300,AVAILABLE
MITS,974545640,I0029104318,AVAILABLE
MITM,974640521,I0027146233,AVAILABLE
MITM,974828975,I0027299646,AVAILABLE
MITM,974995957,I0027292521,AVAILABLE
MITS,974995957,I0029102984,AVAILABLE
MITM,975102374,I0027290561,AVAILABLE
MITM,975102374,I0027290579,AVAILABLE
MITS,975102374,I0029101996,AVAILABLE
MITS,975102374,I0029102007,AVAILABLE
MITM,975486326,I0027294214,AVAILABLE
MITM,976167474,I0027292424,AVAILABLE
MITS,976167474,I0029102837,AVAILABLE
MITM,976423442,I0027289528,AVAILABLE
MITM,978454564,I0027296868,AVAILABLE
MITM,978454564,I0027296876,AVAILABLE
MITM,978454564,I0027297000,AVAILABLE
MITM,978454564,I0027297018,AVAILABLE
MITS,978454564,I0029105348,AVAILABLE
MITS,978454564,I0029105356,AVAILABLE
MITS,978454564,I0029105364,AVAILABLE
MITS,978454564,I0029105372,AVAILABLE
MITM,978695110,I0027238030,AVAILABLE
MITM,978823089,I0027295367,AVAILABLE
MITS,978823089,I0029103825,AVAILABLE
MITM,980433840,I0027286805,AVAILABLE
MITM,980433840,I0027286813,AVAILABLE
MITM,980433840,I0027286821,AVAILABLE
MITM,980433840,I0027286839,AVAILABLE
MITM,980433840,I0027288425,AVAILABLE
MITM,980433840,I0027288433,AVAILABLE
MITM,980433840,I0027288441,AVAILABLE
MITM,980433840,I0027288459,AVAILABLE
MITM,980433840,I0027290820,AVAILABLE
MITM,980433840,I0027290838,AVAILABLE
MITM,980433840,I0027293682,AVAILABLE
MITM,980433840,I0027293690,AVAILABLE
MITM,980433840,I0027293705,AVAILABLE
MITS,980433840,I0029099513,AVAILABLE
MITS,980433840,I0029099521,AVAILABLE
MITS,980433840,I0029099539,AVAILABLE
MITS,980433840,I0029099547,AVAILABLE
MITS,980433840,I0029100063,AVAILABLE
MITS,980433840,I0029100071,AVAILABLE
MITS,980433840,I0029100089,AVAILABLE
MITS,980433840,I0029100097,AVAILABLE
MITS,980433840,I0029100102,AVAILABLE
MITS,980433840,I0029100110,AVAILABLE
MITS,980433840,I0029100128,AVAILABLE
MITM,980501896,I0027294141,AVAILABLE
MITM,980696983,I0027292115,AVAILABLE
MITM,980729640,I0027275529,AVAILABLE
MITS,981041662,i0029034301,AVAILABLE
MITS,981041662,i0029034327,AVAILABLE
MITS,981041662,i0029043295,AVAILABLE
MITM,981181974,I0027293640,AVAILABLE
MITM,981907910,I0027299256,AVAILABLE
MITM,981907910,I0027299264,AVAILABLE
MITM,981907910,I0027299272,AVAILABLE
MITM,981907910,I0027299280,AVAILABLE
MITM,982092901,I0027293488,AVAILABLE
MITS,982092901,I0029103362,ON_LOAN
MITM,982609057,I0027297238,AVAILABLE
MITM,982650376,I0027300316,AVAILABLE
MITM,982650376,I0027300413,AVAILABLE
MITS,982650376,I0029107510,AVAILABLE
MITS,982650376,I0029107528,AVAILABLE
MITM,983318579,I0027293569,AVAILABLE
MITS,983318579,I0029103477,AVAILABLE
MITM,983525754,I0027295707,AVAILABLE
MITM,983825046,I0027294159,AVAILABLE
MITM,983825856,I0027293357,ON_LOAN
MITS,983825856,I0029103126,AVAILABLE
MITM,984510617,I0027312559,AVAILABLE
MITM,984510617,I0027312606,AVAILABLE
MITM,984521632,I0027292872,AVAILABLE
MITM,984758713,I0027289015,AVAILABLE
MITM,984758713,I0027289023,AVAILABLE
MITM,984758713,I0027289031,AVAILABLE
MITM,984758713,I0027289049,AVAILABLE
MITM,984758713,I0027289057,AVAILABLE
MITM,984758713,I0027289065,AVAILABLE
MITM,984758713,I0027289073,AVAILABLE
MITM,984758713,I0027289081,AVAILABLE
MITM,984758713,I0027289099,AVAILABLE
MITM,984758713,I0027289104,AVAILABLE
MITM,984758713,I0027289112,LOST
MITM,984758713,I0027289120,AVAILABLE
MITM,984758713,I0027290715,AVAILABLE
MITS,984758713,I0029101158,AVAILABLE
MITS,984758713,I0029101166,AVAILABLE
MITS,984758713,I0029101467,AVAILABLE
MITS,984758713,I0029101475,AVAILABLE
MITS,984758713,I0029101483,AVAILABLE
MITS,984758713,I0029101491,AVAILABLE
MITS,984758713,I0029105851,AVAILABLE
MITS,984758713,I0029105940,AVAILABLE
MITS,984758713,I0029105990,AVAILABLE
MITM,984831858,I0027291258,AVAILABLE
MITS,984831858,I0029102219,AVAILABLE
MITM,985086617,I0027153507,AVAILABLE
MITM,985086617,I0027174260,AVAILABLE
MITS,985086617,I0029047930,AVAILABLE
MITS,985086617,I0029049518,AVAILABLE
MITS,985086617,I0029049526,AVAILABLE
MITS,985086617,I0029049550,AVAILABLE
MITS,985086617,I0029049576,AVAILABLE
MITS,985086617,I0029052529,AVAILABLE
MITS,985086617,I0029085548,AVAILABLE
MITS,985086617,I0029085556,AVAILABLE
MITS,985086617,I0029085564,AVAILABLE
MITS,985086617,I0029085572,AVAILABLE
MITM,985141855,I0027294109,AVAILABLE
MITM,985418237,I0027295480,AVAILABLE
MITS,985418237,I0029104708,AVAILABLE
MITM,986240694,I0027299654,AVAILABLE
MITM,986619692,I0027300895,AVAILABLE
MITM,986788432,I0027292319,AVAILABLE
MITS,986788432,I0029102730,AVAILABLE
MITM,986801964,I0027294727,AVAILABLE
MITM,986801964,I0027294735,AVAILABLE
MITM,986801964,I0027294743,AVAILABLE
MITM,986801964,I0027294751,AVAILABLE
MITS,986801964,I0029107358,AVAILABLE
MITS,986801964,I0029107366,AVAILABLE
MITS,986801964,I0029107374,AVAILABLE
MITS,986801964,I0029107382,AVAILABLE
MITM,986857966,I0027300057,AVAILABLE
MITM,986994491,I0027293991,AVAILABLE
MITM,987508424,I0027296101,AVAILABLE
MITM,987891081,I0027294175,AVAILABLE
MITM,988015187,I0027223629,AVAILABLE
MITM,988065190,I0027296038,AVAILABLE
MITM,988072301,I0027300138,AVAILABLE
MITM,988233921,I0027299743,AVAILABLE
MITM,988255976,I0027293501,AVAILABLE
MITS,988255976,I0029103370,AVAILABLE
MITM,988282594,I0027294183,AVAILABLE
MITM,988363893,I0027292068,AVAILABLE
MITM,988780177,I0027238064,AVAILABLE
MITM,988811080,I0027118175,AVAILABLE
MITS,988811179,I0029045988,AVAILABLE
MITM,989966825,I0027300667,AVAILABLE
MITM,989966825,I0027300675,AVAILABLE
MITM,990133673,I0027292864,AVAILABLE
MITM,990134027,I0027296703,AVAILABLE
MITM,990844259,I0027293844,LOST
MITM,991585204,I0027295692,AVAILABLE
MITM,991672784,I0027295684,AVAILABLE
MITM,992118467,I0027295189,AVAILABLE
MITM,992118467,I0027295197,AVAILABLE
MITM,992118467,I0027295202,AVAILABLE
MITM,992118467,I0027295210,AVAILABLE
MITS,992118467,I0029103752,AVAILABLE
MITS,992118467,I0029103794,AVAILABLE
MITS,992118467,I0029103809,AVAILABLE
MITS,992118467,I0029103817,AVAILABLE
MITS,992516755,I0029109148,AVAILABLE
MITM,992520860,I0027294264,AVAILABLE
MITM,992561578,I0027292513,AVAILABLE
MITS,992561578,I0029103037,AVAILABLE
MITS,992561578,I0029107081,AVAILABLE
MITM,993134234,I0027293519,AVAILABLE
MITS,993134234,I0029103388,AVAILABLE
MITS,993369306,I0029107308,AVAILABLE
MITM,993613430,I0027289706,AVAILABLE
MITM,993886341,I0027300196,AVAILABLE
MITM,994974042,I0027295341,AVAILABLE
MITM,995164185,I0027296923,AVAILABLE
MITM,995164185,I0027296931,AVAILABLE
MITM,995164185,I0027296949,AVAILABLE
MITM,995164185,I0027296957,AVAILABLE
MITM,995164185,I0027317559,AVAILABLE
MITS,995164185,I0029105306,AVAILABLE
MITS,995164185,I0029105314,AVAILABLE
MITS,995164185,I0029105322,AVAILABLE
MITS,995164185,I0029105330,AVAILABLE
MITS,995164185,I0029108841,WITHDRAWN
MITM,995164201,I0027296591,AVAILABLE
MITM,995773615,I0027311838,AVAILABLE
MITM,995773615,I0027311977,AVAILABLE
MITM,995773615,I0027312020,AVAILABLE
MITM,995773615,I0027312070,AVAILABLE
MITS,995773615,I0029110050,AVAILABLE
MITS,995773615,I0029110068,AVAILABLE
MITS,995773615,I0029110076,AVAILABLE
MITS,995773615,I0029110084,AVAILABLE
MITM,995774103,I0027292482,AVAILABLE
MITM,995781450,I0027295414,AVAILABLE
MITM,995781450,I0027296208,AVAILABLE
MITM,995781450,I0027296216,AVAILABLE
MITM,995781450,I0027296224,AVAILABLE
MITM,995781450,I0027296232,AVAILABLE
MITM,995781450,I0027296240,AVAILABLE
MITM,995781450,I0027296258,AVAILABLE
MITM,995781450,I0027296266,AVAILABLE
MITS,995781450,I0029103972,AVAILABLE
MITS,995781450,I0029103980,AVAILABLE
MITS,995781450,I0029103998,AVAILABLE
MITS,995781450,I0029104009,AVAILABLE
MITS,995781450,I0029104059,AVAILABLE
MITS,995781450,I0029104067,AVAILABLE
MITS,995781450,I0029104075,ON_LOAN
MITM,996743534,I0027293933,AVAILABLE
MITM,999397387,I0027296711,AVAILABLE
MITM,999398387,I0027292246,AVAILABLE
MITM,999408141,I0027297945,ON_LOAN
MITM,999408141,I0027297953,AVAILABLE
